PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
"36991552","Al Hebiah Second","3124.21","2026","1599","2026-03-24 10:58:47","36991552","3124.21","Land","Land"
"37000000","Mirdif","4647.1","2026","268","2026-01-12 15:05:38","37000000","4647.1","Land","Residential"
"37214505","Al Hebiah Second","2881.12","2026","1589","2026-03-24 07:49:36","37214505","2881.12","Land","Villa"
"37225743","Al Hebiah Second","2881.99","2026","1590","2026-03-24 07:51:54","37225743","2881.99","Land","Villa"
"37357864","Palm Deira","2776.53","2026","1071","2026-02-16 09:24:28","37357864","2776.53","Land","Residential"
"37458157","Al Wasl","994.28","2026","1403","2026-03-05 15:50:13","37458157","994.28","Land","Residential"
"37798404","Wadi Al Safa 3","2341.06","2026","916","2026-02-10 08:19:24","37798404","2341.06","Land","Residential"
"38000000","Al Ras","431.91","2026","370","2026-01-14 14:01:17","38000000","432.3","Land","Commercial"
"38000000","Um Hurair First","1000.38","2026","541","2026-01-22 09:45:05","38000000","1000.38","Land","Commercial"
"38236739","Al Goze Industrial First","6766.31","2026","1053","2026-02-13 11:15:37","38236739","6766.31","Land","Industrial"
"38429679","Palm Deira","2856.19","2026","790","2026-02-04 07:39:15","38429679","2856.19","Land","Commercial"
"38517764","Wadi Al Safa 4","7695.53","2026","1159","2026-02-18 12:49:30","38517764","7695.53","Land","Residential"
"38750040","Nad Al Hamar","3000","2026","2084","2026-04-22 12:19:35","38750040","3000","Land","Commercial"
"38750040","Palm Deira","2400","2026","801","2026-02-04 08:38:01","38750040","2400","Land","Commercial"
"38750040","Palm Deira","2400","2026","1137","2026-02-17 10:49:11","38750040","2400","Land","Residential"
"38750040","Palm Deira","2400","2026","1139","2026-02-17 11:17:02","38750040","2400","Land","Residential"
"38750040","Palm Deira","2400","2026","800","2026-02-04 08:33:18","38750040","2400","Land","Commercial"
"39000000","Bukadra","6967.73","2026","2036","2026-04-20 12:09:04","39000000","6967.73","Land","Industrial"
"39036015","Jabal Ali Industrial Second","3022.14","2026","468","2026-01-19 13:33:17","39036015","3022.14","Land","Residential"
"39163890","Al Hebiah Second","3032.04","2026","1594","2026-03-24 08:22:32","39163890","3032.04","Land","Land"
"39174945","Palm Deira","2911.58","2026","794","2026-02-04 07:55:14","39174945","2911.58","Land","Commercial"
"39205461","Jabal Ali First","3642.33","2026","512","2026-01-21 10:32:28","39205461","3642.31","Land","Commercial"
"39365369","Al Barsha First","18285.83","2026","1261","2026-02-24 13:46:43","39365369","18285.83","Land","Industrial"
"39461491","Al Hebiah Second","3055.08","2026","1595","2026-03-24 08:42:54","39461491","3055.08","Land","Land"
"39484848","Nadd Hessa","2620.19","2026","1812","2026-04-08 10:19:46","39484848","2620.19","Land","Commercial"
"39625468","Al Goze Industrial Second","7362.66","2026","1417","2026-03-09 11:24:34","39625468","7362.66","Land","Industrial"
"39759091","Al Hebiah Second","3078.12","2026","1596","2026-03-24 08:59:50","39759091","3078.12","Land","Villa"
"39999944","Al Saffa First","7432.24","2026","1918","2026-04-13 14:45:26","39999944","7432.24","Land","Residential"
"39999944","Al Manara","3716.12","2026","12","2026-01-02 10:37:07","39999944","3716.12","Land","Residential"
"40000000","Al Warqa First","1858.05","2026","1620","2026-03-25 10:02:08","40000000","1858.05","Land","Residential Flats"
"40000000","Al Rega","542.37","2026","258","2026-01-12 12:36:43","40000000","542.37","Land","Commercial"
"40000000","Al Murqabat","1257.91","2026","31","2026-01-03 13:54:09","40000000","1260.82","Land","Commercial"
"40000000","Al Suq Al Kabeer","522.58","2026","1913","2026-04-13 14:23:56","40000000","522.58","Land",""
"40000000","Al Bada","5159.65","2026","1407","2026-03-06 13:24:12","40000000","5159.65","Land","Commercial"
"40000000","Al Buteen","596.9","2026","50","2026-01-05 12:01:32","40000000","596.9","Land","Commercial"
"40000000","Al Hudaiba","4153.23","2026","1283","2026-02-25 13:14:10","40000000","4153.23","Land",""
"40056691","Al Hebiah Second","3101.16","2026","1598","2026-03-24 10:55:31","40056691","3101.16","Land","Land"
"40325014","Al Karama","3746.32","2026","2069","2026-04-21 14:54:20","40325014","3746.32","Land","Commercial"
"40387364","Nad Al Hamar","3001.69","2026","1673","2026-03-30 13:41:24","40387364","3001.69","Land","Commercial"
"40474955","AL QUSAIS","18801.25","2026","1167","2026-02-19 11:04:08","40474955","18801.25","Land","Commercial"
"40687154","Al Jadaf","2099.98","2026","1677","2026-03-30 14:06:47","40687154","2099.98","Land","Commercial"
"40687154","Al Jadaf","2099.98","2026","1752","2026-04-02 13:34:14","40687154","2099.98","Land","Commercial"
"40949901","Mankhool","2717.41","2026","1204","2026-02-23 11:31:48","40949901","2717.41","Land",""
"41046133","Al Nahda Second","8028","2026","250","2026-01-12 11:00:28","41046133","8028.03","Land","Commercial"
"41441015","Al Aweer First","11000.68","2026","732","2026-02-02 13:08:09","41441015","11000","Land",""
"41477881","Al Barsha First","2568.95","2026","907","2026-02-09 13:48:37","41477881","2568.95","Land","Commercial"
"41690135","Al Khawaneej First","4841.43","2026","614","2026-01-26 12:22:03","41690135","4841.43","Land",""
"41722087","Palm Deira","3100.89","2026","757","2026-02-03 07:55:44","41722087","3100.89","Land","Commercial"
"41749336","Naif","2770.46","2026","2073","2026-04-22 09:49:05","41749336","2770.46","Land","Residential"
"41787221","Wadi Al Safa 4","2918.92","2026","255","2026-01-12 11:48:36","41787221","2918.92","Land","Residential"
"42038449","Madinat Hind 1","3063.14","2026","355","2026-01-14 11:32:06","42038449","3063.14","Land",""
"42051535","Al Barshaa South Third","5140.42","2026","738","2026-02-02 13:49:21","42051535","5140.42","Land","Residential"
"42442434","Mankhool","2628.69","2026","1579","2026-03-23 16:47:20","42442434","2628.69","Land",""
"42526748","Nad Al Shiba First","3292.39","2026","1571","2026-03-23 11:56:29","42526748","3292.39","Land","Commercial"
"42573302","Al Manara","3595.63","2026","1927","2026-04-14 11:17:58","42573302","3595.63","Land","Residential"
"42641292","Al Twar First","6094.63","2026","407","2026-01-15 11:18:06","42641292","6094.63","Land","General Use"
"42641292","Al Twar First","6094.63","2026","1008","2026-02-12 11:15:17","42641292","6094.63","Land","General Use"
"42699961","Al Raffa","3966.96","2026","1308","2026-02-26 12:55:19","42699961","3966.96","Land","Commercial"
"42817443","Al Warsan Third","24108.33","2026","404","2026-01-15 10:48:09","42817443","24108.33","Land","Warehouse"
"43301598","Al Barsha South Fourth","1828.57","2026","360","2026-01-14 12:01:48","43301598","1828.57","Land","Commercial"
"43389117","Me'Aisem First","5598.59","2026","1796","2026-04-07 08:57:38","43389117","5598.59","Land","Commercial"
"43708296","Palm Deira","3248.51","2026","758","2026-02-03 08:00:58","43708296","3248.51","Land","Commercial"
"43831333","Al Nahda First","5817.24","2026","1169","2026-02-19 12:00:29","43831333","5817.24","Land",""
"43952633","Nadd Hessa","2958.94","2026","1814","2026-04-08 10:27:55","43952633","2958.94","Land","Commercial"
"44485988","Palm Deira","3306.31","2026","760","2026-02-03 08:07:45","44485988","3306.31","Land","Commercial"
"44495035","Hadaeq Sheikh Mohammed Bin Rashid","10334.32","2026","1815","2026-04-08 11:06:13","44495035","10334.32","Land","Commercial"
"44718999","Al Rowaiyah First","5539.38","2026","986","2026-02-12 08:07:56","44718999","5539.38","Land","Residential"
"44868962","Wadi Al Safa 4","2925.24","2026","254","2026-01-12 11:43:38","44868962","2925.24","Land","Residential"
"44999991","Al Wasl","2090.32","2026","98","2026-01-06 13:00:26","44999991","2090.32","Land","Commercial"
"45000000","Al Thanayah Fourth","1619.12","2026","1020","2026-02-12 13:09:47","45000000","1619.12","Land","Commercial"
"45000000","Al Goze First","3716.12","2026","1199","2026-02-23 09:58:29","45000000","3716.12","Land","Commercial"
"45000000","Palm Jumeirah","1365.63","2026","627","2026-01-26 23:21:30","45000000","1365.63","Land","Commercial"
"45236194","Dubai Investment Park First","10506.46","2026","1309","2026-02-26 12:57:05","45236194","10506.46","Land","Commercial"
"45330895","Al Rowaiyah Second","21056.91","2026","845","2026-02-05 14:29:47","45330895","21056.91","Land","School"
"45599895","Jumeirah First","2229.67","2026","1320","2026-02-27 09:20:02","45599895","2229.67","Land","Residential"
"46234244","Madinat Hind 1","5924.56","2026","345","2026-01-14 10:34:20","46234244","5924.56","Land",""
"46500048","Nad Al Hamar","2880","2026","974","2026-02-11 12:22:18","46500048","2880","Land","Commercial"
"46721892","Um Suqaim First","2893.74","2026","1601","2026-03-24 11:11:43","46721892","2893.74","Land","Residential"
"46980096","Madinat Hind 1","5195.95","2026","349","2026-01-14 10:59:25","46980096","5195.95","Land",""
"46998374","Al Hebiah Second","14554.32","2026","1250","2026-02-24 12:20:11","46998374","14554.32","Land","Land"
"47000000","Um Hurair Second","2125.16","2026","319","2026-01-13 15:04:52","47000000","2125.16","Land","Commercial"
"47377521","Mirdif","4401.52","2026","1909","2026-04-13 13:57:14","47377521","4401.52","Land",""
"48121058","World Islands","40641.79","2026","1076","2026-02-16 09:40:11","48121058","40641.79","Land","Commercial"
"48383408","Nadd Hessa","2644.1","2026","1813","2026-04-08 10:22:08","48383408","2644.1","Land","Commercial"
"48436517","Wadi Al Amardi","37499.2","2026","807","2026-02-04 10:26:40","48436517","37499.2","Land","Commercial"
"48573364","Nadd Hessa","2694.1","2026","1811","2026-04-08 10:17:15","48573364","2694.1","Land","Commercial"
"48587303","Palm Deira","3611.13","2026","1129","2026-02-17 09:34:56","48587303","3611.13","Land","Residential"
"48999931","Al Goze Fourth","6503.21","2026","2147","2026-04-27 10:43:17","48999931","6503.21","Land","Commercial"
"49057877","Al Warsan Third","26809.59","2026","521","2026-01-21 11:42:04","49057877","26809.59","Land","Residential / Villas"
"49137548","Al Barshaa South Third","5706.29","2026","737","2026-02-02 13:43:53","49137548","5706.29","Land","Residential"
"49177756","Al Mamzer","16613.7","2026","1143","2026-02-17 12:33:32","49177756","16613.7","Land","Sports Club"
"49184377","Wadi Al Safa 4","7771.06","2026","1160","2026-02-18 12:53:51","49184377","7771.06","Land","Residential"
"49189805","Al Rowaiyah Second","25388.26","2026","834","2026-02-05 11:19:31","49189805","25388.26","Land",""
"49483510","Mankhool","6567.39","2026","1144","2026-02-17 13:49:51","49483510","6567.39","Land","Residential Flats"
"49967638","Palm Deira","3713.72","2026","1084","2026-02-16 10:15:08","49967638","3713.72","Land","Residential"
"50000000","AL QUSAIS","1687.12","2026","1971","2026-04-16 13:55:05","50000000","1687.12","Land","Commercial"
"50000000","Al Nahda Second","1393.55","2026","1668","2026-03-30 10:02:41","50000000","1393.55","Land","Commercial"
"50041640","Palm Deira","3719.22","2026","1126","2026-02-17 09:28:30","50041640","3719.22","Land","Residential"
"51151942","Wadi Al Safa 2","4416.52","2026","506","2026-01-21 08:27:43","51151942","4416.52","Land","Residential"
"51479805","Al Karama","3678.95","2026","1044","2026-02-13 09:12:13","51479805","3678.95","Land",""
"51999927","Port Saeed","3716.12","2026","1037","2026-02-13 08:01:32","51999927","3716.12","Land","Residential"
"52000000","Al Barsha First","1096.26","2026","1255","2026-02-24 13:00:34","52000000","1096.26","Land","Commercial"
"52000000","Al Saffa Second","4130","2026","1869","2026-04-09 15:11:23","52000000","4130","Land","Residential"
"52359743","Bukadra","1737.28","2026","2048","2026-04-21 07:53:10","52359743","1737.28","Land","Sports Club"
"52415995","Al Garhoud","4869.61","2026","169","2026-01-08 10:37:20","52415995","4869.61","Land","Industrial"
"52691565","World Islands","46621.06","2026","1042","2026-02-13 08:58:44","52691565","46621.06","Land","Commercial"
"53305966","Al Jadaf","2706.17","2026","1675","2026-03-30 14:02:45","53305966","2706.17","Land","Commercial"
"53729934","Al Goze Industrial Third","16638.93","2026","1956","2026-04-16 10:32:33","53729934","16638.93","Land","Industrial"
"53732829","Wadi Al Safa 2","3839.96","2026","416","2026-01-15 15:29:47","53732829","3839.96","Land","Residential"
"54000000","Al Barsha South Fourth","2169.67","2026","642","2026-01-27 11:57:53","54000000","2169.67","Land","Residential"
"54119953","Um Suqaim First","9141.66","2026","690","2026-01-29 16:29:23","54119953","9141.66","Land","Residential"
"54210014","Marsa Dubai","2518.14","2026","84","2026-01-06 08:48:26","54210014","2518.14","Land","Residential Flats"
"54240256","World Islands","43818.17","2026","1045","2026-02-13 09:51:23","54240256","43818.17","Land","Commercial"
"54516188","World Islands","46042.95","2026","1048","2026-02-13 10:09:53","54516188","46042.95","Land","Commercial"
"54907192","Palm Deira","4080.84","2026","1127","2026-02-17 09:30:42","54907192","4080.84","Land","Residential"
"55000000","Me'Aisem First","1845.13","2026","1942","2026-04-15 11:12:46","55000000","1845.13","Land","Commercial"
"55000000","Saih Shuaib 2","4253.01","2026","1056","2026-02-13 11:50:34","55000000","4253.01","Land","Industrial"
"55000000","Al Murqabat","1212.66","2026","2064","2026-04-21 12:30:07","55000000","1212.66","Land","Commercial"
"55000000","Um Suqaim First","5908.63","2026","1476","2026-03-12 15:28:31","55000000","5908.63","Land","Residential"
"55349879","World Islands","51421.77","2026","1080","2026-02-16 09:50:40","55349879","51421.77","Land","Commercial"
"55908109","World Islands","47218.53","2026","1081","2026-02-16 09:53:37","55908109","47218.53","Land","Commercial"
"56018246","Al Hebiah Second","9293.34","2026","381","2026-01-15 08:23:35","56018246","9293.34","Land","Land"
"56495607","Al Rowaiyah First","8397.79","2026","1004","2026-02-12 10:12:55","56495607","8397.79","Land","Residential"
"56557936","Bukadra","2594.77","2026","1648","2026-03-26 12:58:17","56557936","2594.77","Land","Sports Club"
"56795947","Wadi Al Safa 3","10346.1","2026","741","2026-02-02 14:21:07","56795947","10346.12","Land","Government Housing"
"57066428","Al Warsan Third","29453.61","2026","517","2026-01-21 11:29:40","57066428","29453.61","Land","Agricultural"
"57100347","Saih Shuaib 1","53048.01","2026","1374","2026-03-04 11:32:54","57100347","53048.01","Land","Land"
"57683203","World Islands","51037.62","2026","1077","2026-02-16 09:44:08","57683203","51037.62","Land","Commercial"
"58135689","Palm Deira","4320.79","2026","1096","2026-02-16 12:27:12","58135689","4320.79","Land","Residential"
"58199977","Al Saffa First","7209.28","2026","1839","2026-04-09 09:43:11","58199977","7209.28","Land","Residential"
"58262918","World Islands","49207.34","2026","1074","2026-02-16 09:33:13","58262918","49207.34","Land","Commercial"
"58606120","Jabal Ali Industrial Second","3202.76","2026","1235","2026-02-24 09:43:36","58606120","3202.76","Land","Commercial"
"58949951","Al Barsha First","3651.09","2026","1461","2026-03-11 14:58:51","58949951","3651.09","Land","Exhbition Center"
"59313174","Al Hebiah Second","2687.99","2026","1587","2026-03-24 07:46:54","59313174","2687.99","Land","Villa"
"59313174","Al Hebiah Second","2687.99","2026","1584","2026-03-24 07:37:40","59313174","2687.99","Land","Villa"
"59313395","Al Hebiah Second","2688","2026","1586","2026-03-24 07:44:18","59313395","2688","Land","Villa"
"59313395","Al Hebiah Second","2688","2026","1585","2026-03-24 07:41:19","59313395","2688","Land","Villa"
"59994104","Al Barshaa South Third","5573.64","2026","1622","2026-03-25 10:19:21","59994104","5573.64","Land","Residential"
"59999270","Al Wasl","1858.04","2026","812","2026-02-04 12:37:17","59999270","1858.04","Land","Commercial"
"59999916","Al Barsha First","4645.15","2026","187","2026-01-08 15:27:24","59999916","4645.15","Land","General Authority"
"59999916","Al Garhoud","7432.24","2026","546","2026-01-22 10:44:20","59999916","7432.24","Land","Commercial"
"59999916","Al Goze First","1858.06","2026","1458","2026-03-11 12:17:39","59999916","1858.06","Land","Commercial"
"59999916","Al Raffa","4645.15","2026","1619","2026-03-25 09:58:59","59999916","4645.15","Land","Commercial"
"60000000","Al Barsha South Fourth","2628.52","2026","269","2026-01-12 15:15:44","60000000","2628.52","Land","Residential"
"60000000","Al Qusais Industrial Fourth","1337.99","2026","1032","2026-02-12 21:32:41","60000000","1337.99","Land","Commercial"
"60130988","Al Rowaiyah First","18621.19","2026","1404","2026-03-06 08:21:15","60130988","18621.19","Land","Residential"
"60610041","Palm Deira","4504.69","2026","793","2026-02-04 07:49:47","60610041","4504.69","Land","Commercial"
"60967879","World Islands","51491.88","2026","1078","2026-02-16 09:47:51","60967879","51491.88","Land","Commercial"
"61160399","Jabal Ali Industrial Second","2525.33","2026","1236","2026-02-24 09:51:48","61160399","2525.33","Land","Commercial"
"61544519","World Islands","54454.08","2026","1049","2026-02-13 10:14:17","61544519","54454.08","Land","Commercial"
"61562915","Palm Deira","4575.51","2026","1099","2026-02-16 13:40:35","61562915","4575.51","Land","Residential"
"61572457","Al Jadaf","3177.93","2026","150","2026-01-07 11:15:24","61572457","3177.93","Land","Commercial"
"61863535","Jabal Ali Industrial First","19157.72","2026","1794","2026-04-07 08:35:09","61863535","19157.72","Land","Industrial"
"61879874","Al Barsha First","4106.31","2026","233","2026-01-09 17:27:24","61879874","4106.31","Land","Commercial"
"62005984","Palm Deira","4608.44","2026","1128","2026-02-17 09:32:44","62005984","4608.44","Land","Residential"
"62050224","Al Khairan First","28823.3","2026","1472","2026-03-12 11:29:32","62050224","28823.3","Land","Residential"
"62333149","Wadi Al Safa 3","17032.19","2026","893","2026-02-09 11:54:39","62333149","17032.19","Land","School"
"62786555","Al Barshaa South Third","8771.53","2026","608","2026-01-26 12:04:07","62786555","8771.53","Land","Residential"
"63085866","Saih Aldahal","97681.24","2026","1762","2026-04-03 12:14:57","63085866","97681.24","Land","Government Housing"
"63254274","Al Hebiah Second","4897.1","2026","1593","2026-03-24 08:04:29","63254274","4897.1","Land","Land"
"63575000","Al Hebiah Second","2881.13","2026","1588","2026-03-24 07:49:34","63575000","2881.13","Land","Villa"
"63593977","Al Hebiah Second","2881.99","2026","1583","2026-03-24 07:34:54","63593977","2881.99","Land","Villa"
"63973571","Al Rowaiyah First","7924.46","2026","1003","2026-02-12 10:06:39","63973571","7924.46","Land","Residential"
"63979190","Wadi Al Safa 2","19812.89","2026","912","2026-02-10 07:45:03","63979190","19812.89","Land","Residential"
"63999921","Al Rowaiyah Third","59457.93","2026","1966","2026-04-16 12:05:52","63999921","59457.93","Land",""
"64100370","Palm Deira","4764.1","2026","787","2026-02-04 07:23:58","64100370","4764.1","Land","Commercial"
"64300482","Jabal Ali First","4266.94","2026","1703","2026-03-31 19:24:09","64300482","4266.94","Land","Commercial"
"64301235","Jabal Ali First","4266.94","2026","1270","2026-02-25 09:55:22","64301235","4266.99","Land","Commercial"
"64354958","Saih Shuaib 2","34164.44","2026","915","2026-02-10 08:13:37","64354958","34164.44","Land","Industrial"
"64753981","Al Rowaiyah First","8021.13","2026","1001","2026-02-12 09:40:29","64753981","8021.13","Land","Residential"
"64791468","World Islands","32536.92","2026","1023","2026-02-12 13:17:58","64791468","32536.92","Land","Commercial"
"65000000","Al Barsha First","1355.64","2026","538","2026-01-21 18:04:29","65000000","1355.64","Land","Residential"
"65000000","Port Saeed","1970.29","2026","1090","2026-02-16 11:43:29","65000000","1970.29","Land","Commercial"
"65000000","Jumeirah Second","6017.7","2026","220","2026-01-09 09:54:14","65000000","6017.7","Land","Residential"
"65000000","Nad Al Shiba First","1858.05","2026","496","2026-01-20 13:28:57","65000000","1858.05","Land","Sports Club"
"65166184","Al Goze Industrial First","24216.57","2026","1369","2026-03-04 10:36:30","65166184","24216.57","Land","Industrial"
"65262139","Madinat Hind 1","28871.7","2026","351","2026-01-14 11:14:46","65262139","28871.7","Land",""
"65761563","Ras Al Khor Industrial First","2221.62","2026","2047","2026-04-21 07:40:31","65761563","2221.62","Land","Commercial"
"65890487","World Islands","81619.1","2026","1050","2026-02-13 10:18:25","65890487","81619.1","Land","Commercial"
"66402973","Palm Jabal Ali","2937.64","2026","14","2026-01-02 11:13:20","66402973","2937.64","Land","Commercial"
"66490782","Wadi Al Safa 4","3050.47","2026","1778","2026-04-06 11:43:25","66490782","3050.47","Land","Residential"
"66526230","World Islands","61804.95","2026","1072","2026-02-16 09:26:56","66526230","61804.95","Land","Commercial"
"66818761","Wadi Al Safa 3","10346.1","2026","802","2026-02-04 08:42:19","66818761","10346.12","Land","Government Housing"
"67116333","Muhaisanah Second","47963.98","2026","342","2026-01-14 10:14:27","67116333","47963.98","Land","School"
"67869090","Wadi Al Safa 4","14011.63","2026","1157","2026-02-18 12:43:26","67869090","14011.63","Land","Residential"
"67870271","World Islands","45038.29","2026","1014","2026-02-12 12:30:12","67870271","45038.29","Land","Commercial"
"68000000","Al Barsha First","8709.66","2026","241","2026-01-12 08:06:12","68000000","8709.66","Land","Commercial"
"69173665","Palm Deira","5141.16","2026","788","2026-02-04 07:32:00","69173665","5141.16","Land","Commercial"
"69223556","Nad Al Shiba First","4287.39","2026","1379","2026-03-04 12:58:06","69223556","4287.39","Land","Commercial"
"69817615","Palm Deira","5189.02","2026","704","2026-02-02 08:30:15","69817615","5189.02","Land","Commercial"
"69876849","Nad Al Hamar","43278.52","2026","507","2026-01-21 08:45:48","69876849","43278.52","Land",""
"70000000","Jumeirah Second","3716.12","2026","356","2026-01-14 11:37:43","70000000","3716.12","Land","Residential"
"70000000","Al Jadaf","1439.9","2026","1294","2026-02-26 10:08:11","70000000","1439.9","Land","Commercial"
"71897328","World Islands","47710.62","2026","1024","2026-02-12 13:21:34","71897328","47710.62","Land","Commercial"
"72000000","Mankhool","1404.69","2026","1034","2026-02-12 22:02:40","72000000","1404.69","Land","Commercial"
"72007100","Al Hebiah Second","22298.95","2026","380","2026-01-15 08:20:32","72007100","22298.95","Land","Land"
"72294658","Nad Al Hamar","3088","2026","1701","2026-03-31 12:53:47","72294658","3088","Land","Commercial"
"73075148","Mankhool","4526.14","2026","859","2026-02-06 09:03:38","73075148","4525.94","Land","Commercial"
"73651943","Nad Al Shiba First","8553.12","2026","510","2026-01-21 10:07:28","73651943","8553.12","Land","Sports Club"
"73712918","World Islands","52678.16","2026","1013","2026-02-12 12:18:42","73712918","52678.16","Land","Commercial"
"73731542","Wadi Al Safa 3","7610.99","2026","982","2026-02-11 14:31:10","73731542","7610.99","Land","Residential"
"74509384","Al Merkadh","4614.77","2026","1511","2026-03-16 11:01:46","74509384","4614.77","Land",""
"74532021","Um Suqaim First","8393.05","2026","1148","2026-02-17 15:25:01","74532021","8393.04","Land","Residential"
"74682392","Bukadra","17345.57","2026","1262","2026-02-24 14:21:15","74682392","17345.57","Land","Sports Club"
"75000000","Al Wasl","1858.04","2026","545","2026-01-22 10:29:55","75000000","1858.04","Land","Commercial"
"75000000","Al Nahda Second","2707.57","2026","876","2026-02-07 11:23:49","75000000","2707.57","Land","Commercial"
"75000000","Al Garhoud","2989.16","2026","267","2026-01-12 14:57:57","75000000","2989.16","Land","Commercial"
"75446728","World Islands","50065.98","2026","990","2026-02-12 09:11:57","75446728","50065.98","Land","Commercial"
"75607412","Nad Al Shiba First","13508.01","2026","335","2026-01-14 08:44:15","75607412","13508.01","Land","Sports Club"
"75649464","World Islands","70280.72","2026","1041","2026-02-13 08:49:53","75649464","70280.72","Land","Commercial"
"75898950","Hor Al Anz East","7051.25","2026","1140","2026-02-17 11:30:04","75898950","7051.25","Land","Commercial"
"76212362","Um Suqaim Second","10114.81","2026","2124","2026-04-26 18:20:29","76212362","10114.81","Land","Commercial"
"76287419","World Islands","70873.4","2026","1040","2026-02-13 08:38:54","76287419","70873.4","Land","Commercial"
"76845721","Palm Jabal Ali","2974.67","2026","16","2026-01-02 11:16:34","76845721","2974.67","Land","Commercial"
"77153617","Al Bada","5734.25","2026","796","2026-02-04 08:23:08","77153617","5734.25","Land","Commercial"
"77182732","World Islands","75479.13","2026","1070","2026-02-16 09:22:27","77182732","75479.13","Land","Commercial"
"77632169","Al Warsan Third","48081.81","2026","406","2026-01-15 11:13:42","77632169","48081.81","Land","Warehouse"
"77762009","Al Barshaa South Third","5557.18","2026","149","2026-01-07 11:12:53","77762009","5557.18","Land","Residential"
"78000000","Al Bada","2072.48","2026","569","2026-01-23 10:18:00","78000000","2072.48","Land","Commercial"
"78108273","World Islands","72565.03","2026","1046","2026-02-13 10:02:25","78108273","72565.03","Land","Commercial"
"78186924","Ras Al Khor Industrial First","2686.2","2026","728","2026-02-02 12:41:21","78186924","2690.3","Land","Commercial"
"78421125","Al Merkadh","4553.48","2026","1910","2026-04-13 14:05:43","78421125","4553.48","Land",""
"78502334","Al Jadaf","5834.49","2026","271","2026-01-12 15:23:59","78502334","5834.49","Land","Commercial"
"78581981","Al Hudaiba","6083.76","2026","1322","2026-02-27 10:26:39","78581981","6083.76","Land",""
"78665928","Al Satwa","4429.28","2026","1345","2026-03-02 12:32:22","78665928","4429.28","Land","Commercial"
"79343532","Palm Deira","5897.01","2026","703","2026-02-02 08:26:59","79343532","5897.01","Land","Commercial"
"79994212","Nad Al Shiba First","13636.17","2026","334","2026-01-14 08:41:30","79994212","13636.17","Land","Sports Club"
"80000000","Al Murqabat","2165.85","2026","1920","2026-04-13 14:55:56","80000000","2165.85","Land","Residential"
"80000000","Al Raffa","3449.12","2026","1282","2026-02-25 12:57:03","80000000","3449.12","Land","Commercial"
"80000000","Jumeirah First","6408.73","2026","1258","2026-02-24 13:16:06","80000000","6408.73","Land","Residential"
"80008396","Al Rowaiyah Second","46456.45","2026","343","2026-01-14 10:17:29","80008396","46456.44","Land",""
"82000000","Al Nahda Second","2569","2026","182","2026-01-08 12:48:17","82000000","2568.95","Land","Commercial"
"82257873","Al Satwa","4702.77","2026","1346","2026-03-02 12:36:48","82257873","4702.77","Land","Commercial"
"82289397","Marsa Dubai","8994.05","2026","1694","2026-03-31 10:29:16","82289397","8994.05","Land","Commercial"
"82663510","World Islands","63997.49","2026","1075","2026-02-16 09:36:58","82663510","63997.49","Land","Commercial"
"84226845","Wadi Al Safa 4","4173.3","2026","253","2026-01-12 11:36:28","84226845","4173.3","Land","Residential"
"84658074","Bukadra","3575","2026","2049","2026-04-21 08:04:35","84658074","3575","Land","Sports Club"
"85000000","Al Goze Industrial First","6400.55","2026","1991","2026-04-17 10:47:33","85000000","6400.55","Land","Industrial"
"85000000","Al Thanyah First","3169.82","2026","1554","2026-03-18 12:41:03","85000000","3169.82","Land","Commercial"
"86247417","World Islands","57233.25","2026","1022","2026-02-12 13:14:42","86247417","57233.25","Land","Commercial"
"86870007","Wadi Al Safa 4","4281.43","2026","252","2026-01-12 11:33:00","86870007","4281.43","Land","Residential"
"87452974","Saih Shuaib 1","32498.62","2026","1370","2026-03-04 10:49:50","87452974","32498.62","Land",""
"87508699","Al Saffa First","3387.43","2026","1962","2026-04-16 11:41:24","87508699","3387.43","Land",""
"87983812","Jabal Ali First","10547.06","2026","1763","2026-04-03 12:38:51","87983812","10547.06","Land","Commercial"
"88026485","World Islands","81779.36","2026","1038","2026-02-13 08:17:20","88026485","81779.36","Land","Commercial"
"88445750","World Islands","58692.05","2026","1012","2026-02-12 12:14:54","88445750","58692.05","Land","Commercial"
"88637371","Al Jadaf","4732.58","2026","504","2026-01-20 17:37:36","88637371","4732.58","Land","Commercial"
"89354040","Jumeirah First","8301.27","2026","1267","2026-02-25 09:35:07","89354040","8301.27","Land","Residential"
"89927083","Saih Shuaib 2","33418.03","2026","1647","2026-03-26 12:31:32","89927083","33418.03","Land","Industrial"
"89980112","Al Thanyah First","4644.13","2026","1951","2026-04-16 10:13:21","89980112","4644.13","Land",""
"90000000","Ras Al Khor Industrial First","5440.03","2026","1385","2026-03-05 10:11:00","90000000","5440.03","Land","Warehouse"
"90000000","Al Rowaiyah First","4393.24","2026","1930","2026-04-14 12:38:47","90000000","4393.24","Land","Residential"
"90046051","Al Khairan First","41827.8","2026","1969","2026-04-16 13:38:27","90046051","41827.8","Land","Residential"
"90536885","Al Raffa","5607.44","2026","976","2026-02-11 12:40:22","90536885","5607.44","Land","Commercial"
